ID,NombreEmpleado,Departamento,Cargo,SalarioBase,HorasExtra,OtrosPagos,Beneficios,SalarioTotal,SalarioTotalConBeneficios,Año,Notas,Oficina,TipoContrato,Sexo
39728,Ricardo Raul Perez Castro,Operaciones (Supply),Operador de Envasado,1097,210,432,428,1739,2167,2025,,Oficina Regional,Part-Time,masculino
39729,Camila Claudia Garcia Sanchez,Sostenibilidad,Coordinador de Agro,860,1422,296,384,2578,2962,2025,,Planta Industrial (Matriz),Full-Time,femenino
39730,Sofia Andrea Mendoza Gonzalez,Comercial / Ventas,Preventista (BEES),1115,343,24,322,1482,1804,2025,,Centros de Distribucion,Full-Time,femenino
39731,Patricia Natalia Gonzalez Suarez,Tecnologia (Tech),Analista de Datos,1140,219,746,1159,2105,3264,2025,,Oficina Regional,Full-Time,femenino
39732,Natalia Maria Ramirez Torres,Logistica,Planificador de Demanda,1194,1418,369,984,2981,3965,2025,,Oficina Regional,Full-Time,femenino
39733,Maria Sofia Rojas Suarez,Marketing,Brand Manager,817,758,602,619,2177,2796,2025,,Planta Industrial (Matriz),Full-Time,femenino
39734,Lucia Silvia Suarez Delgado,Operaciones (Supply),Operador de Envasado,952,1379,432,379,2763,3142,2025,,Planta Industrial (Matriz),,femenino
39735,Patricia Veronica Gonzalez Diaz,Comercial / Ventas,Preventista (BEES),838,393,437,768,1668,2436,2025,,Oficina Regional,Part-Time,femenino
39736,Carmen Lucia Rodriguez Ortega,Tecnologia (Tech),Analista de Datos,1173,413,1000,995,2586,3581,2025,,Oficinas Administrativas,Part-Time,femenino
39737,Claudia Elena Perez Ortega,Operaciones (Supply),Maestro Cervecero,846,1027,525,332,2398,2730,2025,,Planta Industrial,,femenino
39738,Hugo Diego Torres Flores,Operaciones (Supply),Analista de Calidad,874,825,883,677,2582,3259,2025,,Oficina Regional,,masculino
39739,Luis Miguel Perez Torres,Logistica,Gestor de Flota,1047,1149,33,560,2229,2789,2025,,Oficina Regional,,masculino
39740,Silvia Carmen Ortega Garcia,Operaciones (Supply),Analista de Calidad,1083,1087,400,689,2570,3259,2025,,Planta Industrial (Matriz),,femenino
39741,Monica Patricia Ramirez Herrera,Operaciones (Supply),Analista de Calidad,1044,426,10,889,1480,2369,2025,,Planta Industrial (Matriz),Full-Time,femenino
39742,Carmen Patricia Suarez Torres,Logistica,Gestor de Flota,858,1027,85,1134,1970,3104,2025,,Planta Industrial,,femenino
39743,Daniela Ana Rodriguez Diaz,Operaciones (Supply),Maestro Cervecero,843,302,198,1075,1343,2418,2025,,Planta Industrial (Matriz),,femenino
39744,Diego Miguel Martinez Morales,People (RRHH),Business Partner,964,1478,670,1039,3112,4151,2025,,Oficina Regional,Part-Time,masculino
39745,Eduardo Victor Perez Sanchez,Logistica,Gestor de Flota,1124,218,40,1232,1382,2614,2025,,Oficina Regional,Full-Time,masculino
39746,Diego Luis Ortega Mendoza,Marketing,Brand Manager,1027,1107,944,975,3078,4053,2025,,Planta Industrial (Matriz),Full-Time,masculino
39747,Fernando Sergio Diaz Torres,Operaciones (Supply),Analista de Calidad,1007,126,56,1001,1189,2190,2025,,Oficinas Administrativas,Full-Time,masculino
39748,Laura Carmen Morales Martinez,Operaciones (Supply),Analista de Calidad,1195,251,96,980,1542,2522,2025,,Planta Industrial (Matriz),Full-Time,femenino
39749,Andrea Camila Garcia Ramirez,Marketing,Brand Manager,1087,414,326,1252,1827,3079,2025,,Oficina Regional,,femenino
39750,Valentina Patricia Mendoza Ramirez,Operaciones (Supply),Operador de Envasado,1093,421,606,876,2120,2996,2025,,Planta Industrial (Matriz),Part-Time,femenino
39751,Juan Jose Morales Flores,Logistica,Gestor de Flota,826,1390,260,274,2476,2750,2025,,Planta Industrial (Matriz),Full-Time,masculino
39752,Daniela Patricia Mendoza Morales,Sostenibilidad,Coordinador de Agro,1103,202,736,557,2041,2598,2025,,Centros de Distribucion,Part-Time,femenino
39753,Hugo Hugo Garcia Herrera,Comercial / Ventas,Preventista (BEES),913,374,92,531,1379,1910,2025,,Oficinas Administrativas,,masculino
39754,Rafael Victor Sanchez Perez,Marketing,Brand Manager,1119,255,377,648,1751,2399,2025,,Oficina Regional,Full-Time,masculino
39755,Andrea Elena Flores Diaz,People (RRHH),Business Partner,1123,488,669,634,2280,2914,2025,,Oficina Regional,,femenino
39756,Eduardo Alberto Perez Garcia,Logistica,Gestor de Flota,1966,1314,597,543,3877,4420,2025,,Oficina Regional,,masculino
39757,Hugo Carlos Diaz Morales,Tecnologia (Tech),Analista de Datos,2832,872,28,1144,3732,4876,2025,,Planta Industrial,,masculino
39758,Diego Juan Sanchez Rodriguez,Marketing,Trade Marketing,2605,1064,915,375,4584,4959,2025,,Oficina Regional,,masculino
39759,Julio Pedro Herrera Torres,People (RRHH),Business Partner,2364,840,297,791,3501,4292,2025,,Oficina Regional,Full-Time,masculino
39760,Monica Valentina Ortega Mendoza,Finanzas,Controller Financiero,1822,927,179,390,2928,3318,2025,,Oficinas Administrativas,Full-Time,femenino
39761,Pedro Fernando Morales Torres,Sostenibilidad,Coordinador de Agro,2184,1157,555,900,3896,4796,2025,,Centros de Distribucion,Part-Time,masculino
39762,Sofia Veronica Perez Herrera,Sostenibilidad,Coordinador de Agro,2233,1376,380,800,3989,4789,2025,,Oficina Regional,,femenino
39763,Jose Diego Torres Ramirez,Logistica,Gestor de Flota,2563,996,354,1225,3913,5138,2025,,Oficina Regional,Full-Time,masculino
39764,Laura Paula Morales Sanchez,Finanzas,Controller Financiero,1698,804,111,313,2613,2926,2025,,Oficinas Administrativas,Part-Time,femenino
39765,Jorge Fernando Suarez Mendoza,Comercial / Ventas,Preventista (BEES),1743,1483,862,1039,4088,5127,2025,,Oficina Regional,Part-Time,masculino
39766,Fernando Sergio Rojas Ortega,Comercial / Ventas,Key Account Manager,2565,149,23,691,2737,3428,2025,,Planta Industrial (Matriz),Full-Time,masculino
39767,Jose Mario Diaz Lopez,People (RRHH),Business Partner,2065,824,895,990,3784,4774,2025,,Oficinas Administrativas,Full-Time,masculino
39768,Jose Victor Mendoza Garcia,Marketing,Brand Manager,2149,153,279,305,2581,2886,2025,,Planta Industrial (Matriz),Part-Time,masculino
39769,Sergio Alberto Vargas Morales,Sostenibilidad,Coordinador de Agro,1702,150,791,295,2643,2938,2025,,Planta Industrial,,masculino
39770,Eduardo Rafael Suarez Ortega,Logistica,Gestor de Flota,2267,1244,672,773,4183,4956,2025,,Oficinas Administrativas,,masculino
39771,Elena Laura Rojas Torres,Logistica,Gestor de Flota,2199,1032,374,331,3605,3936,2025,,Oficina Regional,Full-Time,femenino
39772,Victor Hugo Martinez Garcia,Operaciones (Supply),Operador de Envasado,2390,226,318,1081,2934,4015,2025,,Planta Industrial,,masculino
39773,Silvia Patricia Herrera Gonzalez,Marketing,Trade Marketing,2582,931,984,1161,4497,5658,2025,,Planta Industrial,Part-Time,femenino
39774,Laura Daniela Torres Delgado,Comercial / Ventas,Key Account Manager,2700,1109,719,646,4528,5174,2025,,Oficina Regional,Part-Time,femenino
39775,Carlos Eduardo Suarez Lopez,Logistica,Planificador de Demanda,2649,769,753,464,4171,4635,2025,,Oficinas Administrativas,Full-Time,masculino
39776,Mario Jorge Suarez Vargas,Finanzas,Controller Financiero,935,206,377,1326,1518,2844,2025,,Centros de Distribucion,Part-Time,masculino
39777,Jorge Hugo Lopez Herrera,Marketing,Trade Marketing,905,1374,481,408,2760,3168,2025,,Oficinas Administrativas,Part-Time,masculino
39778,Miguel Eduardo Delgado Herrera,Operaciones (Supply),Operador de Envasado,1358,1255,126,955,2739,3694,2025,,Planta Industrial,Full-Time,masculino
39779,Carmen Silvia Mendoza Ramirez,Sostenibilidad,Coordinador de Agro,1101,878,744,826,2723,3549,2025,,Planta Industrial (Matriz),Full-Time,femenino
39780,Juan Alberto Mendoza Flores,Operaciones (Supply),Analista de Calidad,1300,900,87,1333,2287,3620,2025,,Oficina Regional,Part-Time,masculino
39781,Julio Eduardo Ortega Martinez,Finanzas,Controller Financiero,1336,949,523,398,2808,3206,2025,,Oficinas Administrativas,Part-Time,masculino
39782,Sergio Jose Sanchez Martinez,Logistica,Gestor de Flota,1245,1103,889,1383,3237,4620,2025,,Oficina Regional,Part-Time,masculino
39783,Mario Pedro Morales Ortega,Operaciones (Supply),Maestro Cervecero,918,909,771,511,2598,3109,2025,,Centros de Distribucion,,masculino
39784,Ricardo Jorge Sanchez Sanchez,Tecnologia (Tech),Analista de Datos,1187,590,884,1268,2661,3929,2025,,Planta Industrial,,masculino
39785,Maria Gabriela Diaz Martinez,Comercial / Ventas,Preventista (BEES),1336,853,107,283,2296,2579,2025,,Planta Industrial,Part-Time,femenino
39786,Rafael Alberto Lopez Rodriguez,Operaciones (Supply),Maestro Cervecero,1017,342,798,430,2157,2587,2025,,Centros de Distribucion,Full-Time,masculino
39787,Miguel Raul Diaz Delgado,Logistica,Planificador de Demanda,1147,828,538,938,2513,3451,2025,,Oficinas Administrativas,,masculino
39788,Luis Hugo Morales Perez,People (RRHH),Reclutador (Trainee),1307,107,105,1295,1519,2814,2025,,Oficinas Administrativas,,masculino
39789,Gabriela Natalia Rodriguez Herrera,Operaciones (Supply),Maestro Cervecero,1133,776,496,312,2405,2717,2025,,Centros de Distribucion,,femenino
39790,Veronica Claudia Flores Castro,Comercial / Ventas,Preventista (BEES),1355,1252,39,1169,2646,3815,2025,,Planta Industrial,,femenino
39791,Hugo Mario Torres Torres,People (RRHH),Business Partner,1268,1069,624,547,2961,3508,2025,,Planta Industrial,,masculino
39792,Natalia Laura Ortega Sanchez,Logistica,Planificador de Demanda,1024,223,876,1193,2123,3316,2025,,Planta Industrial,,femenino
39793,Gabriela Daniela Martinez Gonzalez,Sostenibilidad,Coordinador de Agro,955,694,274,924,1923,2847,2025,,Planta Industrial (Matriz),,femenino
39794,Silvia Claudia Delgado Martinez,Logistica,Planificador de Demanda,1161,253,611,784,2025,2809,2025,,Planta Industrial,Part-Time,femenino
39795,Jorge Pedro Garcia Rojas,Operaciones (Supply),Maestro Cervecero,1006,376,189,581,1571,2152,2025,,Centros de Distribucion,Part-Time,masculino
39796,Rafael Juan Delgado Sanchez,Operaciones (Supply),Analista de Calidad,1373,713,296,624,2382,3006,2025,,Planta Industrial,Full-Time,masculino
39797,Mario Eduardo Lopez Herrera,Operaciones (Supply),Operador de Envasado,875,780,454,454,2109,2563,2025,,Planta Industrial,Part-Time,masculino
39798,Jorge Miguel Castro Morales,Marketing,Trade Marketing,981,1388,986,1470,3355,4825,2025,,Planta Industrial,Full-Time,masculino
39799,Sergio Rafael Ramirez Suarez,Logistica,Planificador de Demanda,810,1068,561,344,2439,2783,2025,,Planta Industrial,Full-Time,masculino
39800,Claudia Paula Ramirez Torres,Marketing,Brand Manager,905,1498,714,217,3117,3334,2025,,Oficinas Administrativas,Full-Time,femenino
39801,Natalia Laura Castro Mendoza,Logistica,Planificador de Demanda,942,911,873,1113,2726,3839,2025,,Centros de Distribucion,Part-Time,femenino
39802,Monica Andrea Martinez Suarez,Logistica,Gestor de Flota,1089,363,196,518,1648,2166,2025,,Centros de Distribucion,Full-Time,femenino
39803,Camila Andrea Lopez Perez,Logistica,Gestor de Flota,1007,1389,75,1400,2471,3871,2025,,Planta Industrial (Matriz),Full-Time,femenino
39804,Alberto Jorge Vargas Suarez,Logistica,Gestor de Flota,925,298,484,469,1707,2176,2025,,Planta Industrial,,masculino
39805,Mario Alberto Garcia Garcia,People (RRHH),Reclutador (Trainee),1111,275,264,435,1650,2085,2025,,Oficina Regional,Full-Time,masculino
39806,Daniela Maria Rojas Castro,Comercial / Ventas,Key Account Manager,1392,966,668,1235,3026,4261,2025,,Oficina Regional,,femenino
39807,Paula Camila Vargas Flores,Operaciones (Supply),Analista de Calidad,1224,523,950,919,2697,3616,2025,,Planta Industrial,,femenino
39808,Natalia Camila Sanchez Delgado,Logistica,Gestor de Flota,1298,918,942,1379,3158,4537,2025,,Oficina Regional,,femenino
39809,Jorge Julio Lopez Ortega,Operaciones (Supply),Analista de Calidad,1028,735,728,913,2491,3404,2025,,Centros de Distribucion,,masculino
39810,Natalia Daniela Martinez Castro,People (RRHH),Business Partner,862,659,299,778,1820,2598,2025,,Centros de Distribucion,Part-Time,femenino
39811,Jorge Alberto Ramirez Suarez,Marketing,Trade Marketing,1064,368,869,984,2301,3285,2025,,Centros de Distribucion,Full-Time,masculino
39812,Andres Luis Diaz Herrera,Operaciones (Supply),Operador de Envasado,1088,511,927,1204,2526,3730,2025,,Centros de Distribucion,Full-Time,masculino
39813,Sergio Alberto Delgado Gonzalez,Logistica,Planificador de Demanda,911,268,602,359,1781,2140,2025,,Planta Industrial,Part-Time,masculino
39814,Rosa Gabriela Perez Ortega,Operaciones (Supply),Analista de Calidad,1230,1162,635,1484,3027,4511,2025,,Oficina Regional,,femenino
39815,Jorge Sergio Sanchez Castro,Marketing,Trade Marketing,1309,1028,288,547,2625,3172,2025,,Centros de Distribucion,Part-Time,masculino
39816,Eduardo Hugo Castro Ramirez,Operaciones (Supply),Maestro Cervecero,1153,461,620,222,2234,2456,2025,,Oficinas Administrativas,,masculino
39817,Claudia Carmen Morales Mendoza,People (RRHH),Reclutador (Trainee),1011,1023,779,1291,2813,4104,2025,,Planta Industrial (Matriz),,femenino
39818,Fernando Miguel Martinez Martinez,Marketing,Trade Marketing,903,1129,849,814,2881,3695,2025,,Planta Industrial,Full-Time,masculino
39819,Valentina Gabriela Martinez Morales,Operaciones (Supply),Analista de Calidad,871,1172,173,590,2216,2806,2025,,Centros de Distribucion,,femenino
39820,Monica Daniela Lopez Perez,Marketing,Brand Manager,1221,372,268,1072,1861,2933,2025,,Centros de Distribucion,Part-Time,femenino
39821,Jose Pedro Torres Ramirez,Finanzas,Controller Financiero,927,739,373,1408,2039,3447,2025,,Centros de Distribucion,Part-Time,masculino
39822,Paula Silvia Torres Castro,Operaciones (Supply),Analista de Calidad,1274,309,757,482,2340,2822,2025,,Planta Industrial (Matriz),Part-Time,femenino
39823,Claudia Maria Rojas Ramirez,Marketing,Trade Marketing,1347,1016,106,539,2469,3008,2025,,Planta Industrial (Matriz),,femenino
39824,Julio Diego Diaz Morales,Logistica,Gestor de Flota,974,317,294,1073,1585,2658,2025,,Centros de Distribucion,Full-Time,masculino
39825,Jose Jose Gonzalez Morales,Finanzas,Controller Financiero,1087,1136,29,846,2252,3098,2025,,Oficinas Administrativas,Part-Time,masculino
39826,Camila Paula Castro Diaz,Tecnologia (Tech),Analista de Datos,1366,142,772,1074,2280,3354,2025,,Planta Industrial (Matriz),Part-Time,femenino
39827,Jorge Victor Herrera Rojas,Comercial / Ventas,Preventista (BEES),1154,989,945,960,3088,4048,2025,,Planta Industrial (Matriz),Full-Time,masculino
39828,Gabriela Natalia Ramirez Lopez,Sostenibilidad,Coordinador de Agro,1279,865,472,584,2616,3200,2025,,Oficinas Administrativas,,femenino
39829,Laura Valentina Rodriguez Rodriguez,Marketing,Brand Manager,1389,406,642,419,2437,2856,2025,,Planta Industrial (Matriz),Part-Time,femenino
39830,Pedro Carlos Rodriguez Castro,Finanzas,Controller Financiero,910,727,168,915,1805,2720,2025,,Centros de Distribucion,Part-Time,masculino
39831,Rosa Sofia Castro Sanchez,Marketing,Brand Manager,1332,580,838,644,2750,3394,2025,,Centros de Distribucion,Full-Time,femenino
39832,Rosa Elena Diaz Ramirez,Operaciones (Supply),Operador de Envasado,1335,258,532,711,2125,2836,2025,,Planta Industrial (Matriz),Part-Time,femenino
39833,Victor Andres Suarez Morales,Operaciones (Supply),Analista de Calidad,1370,1058,164,1231,2592,3823,2025,,Oficina Regional,Part-Time,masculino
39834,Ricardo Mario Perez Sanchez,Comercial / Ventas,Preventista (BEES),1039,109,751,278,1899,2177,2025,,Centros de Distribucion,,masculino
39835,Maria Lucia Martinez Diaz,Marketing,Brand Manager,1348,791,485,350,2624,2974,2025,,Centros de Distribucion,Part-Time,femenino
39836,Jorge Raul Rojas Herrera,Comercial / Ventas,Key Account Manager,1375,435,122,391,1932,2323,2025,,Oficina Regional,,masculino
39837,Jose Andres Lopez Rojas,Marketing,Brand Manager,1213,813,854,729,2880,3609,2025,,Planta Industrial (Matriz),Part-Time,masculino
39838,Rafael Juan Herrera Morales,Comercial / Ventas,Preventista (BEES),811,276,258,1191,1345,2536,2025,,Planta Industrial,Full-Time,masculino
39839,Mario Andres Torres Perez,Logistica,Planificador de Demanda,950,166,399,259,1515,1774,2025,,Planta Industrial (Matriz),Part-Time,masculino
39840,Paula Maria Sanchez Vargas,People (RRHH),Reclutador (Trainee),1323,858,843,616,3024,3640,2025,,Planta Industrial (Matriz),Part-Time,femenino
39841,Valentina Carmen Mendoza Diaz,People (RRHH),Business Partner,1393,434,397,985,2224,3209,2025,,Centros de Distribucion,Full-Time,femenino
39842,Juan Andres Herrera Flores,People (RRHH),Business Partner,1267,190,414,1243,1871,3114,2025,,Planta Industrial (Matriz),,masculino
39843,Carlos Juan Delgado Gonzalez,Comercial / Ventas,Key Account Manager,1151,1457,604,1304,3212,4516,2025,,Planta Industrial,,masculino
39844,Claudia Elena Torres Martinez,Comercial / Ventas,Key Account Manager,892,814,735,954,2441,3395,2025,,Planta Industrial,Full-Time,femenino
39845,Carmen Veronica Rojas Ramirez,Tecnologia (Tech),Analista de Datos,886,585,106,746,1577,2323,2025,,Planta Industrial,Part-Time,femenino
39846,Natalia Daniela Torres Castro,Comercial / Ventas,Key Account Manager,818,1356,82,1373,2256,3629,2025,,Planta Industrial,Part-Time,femenino
39847,Natalia Carmen Mendoza Vargas,Sostenibilidad,Coordinador de Agro,1226,158,734,797,2118,2915,2025,,Centros de Distribucion,,femenino
39848,Julio Raul Sanchez Gonzalez,Logistica,Planificador de Demanda,1016,1314,73,979,2403,3382,2025,,Planta Industrial,Part-Time,masculino
39849,Victor Juan Flores Ramirez,Marketing,Trade Marketing,1032,1037,955,697,3024,3721,2025,,Centros de Distribucion,Part-Time,masculino
39850,Patricia Ana Suarez Morales,Comercial / Ventas,Key Account Manager,940,256,538,591,1734,2325,2025,,Oficinas Administrativas,Part-Time,femenino
39851,Maria Paula Castro Lopez,Marketing,Brand Manager,903,352,630,700,1885,2585,2025,,Oficina Regional,Full-Time,femenino
39852,Ana Andrea Flores Gonzalez,Operaciones (Supply),Analista de Calidad,803,1194,642,1276,2639,3915,2025,,Planta Industrial,,femenino
39853,Monica Lucia Torres Mendoza,Logistica,Planificador de Demanda,1301,1142,185,632,2628,3260,2025,,Oficina Regional,,femenino
39854,Victor Fernando Sanchez Rojas,Operaciones (Supply),Operador de Envasado,1125,439,525,425,2089,2514,2025,,Planta Industrial,Part-Time,masculino
39855,Hugo Raul Diaz Ortega,Comercial / Ventas,Key Account Manager,1236,1192,924,235,3352,3587,2025,,Planta Industrial (Matriz),Part-Time,masculino
39856,Maria Rosa Perez Mendoza,Comercial / Ventas,Key Account Manager,801,1024,84,730,1909,2639,2025,,Centros de Distribucion,,femenino
39857,Ana Ana Perez Perez,Logistica,Planificador de Demanda,1267,721,528,622,2516,3138,2025,,Oficinas Administrativas,Part-Time,femenino
39858,Veronica Claudia Martinez Rodriguez,People (RRHH),Reclutador (Trainee),1188,498,56,993,1742,2735,2025,,Planta Industrial,Full-Time,femenino
39859,Pedro Andres Gonzalez Martinez,Comercial / Ventas,Preventista (BEES),926,668,415,1031,2009,3040,2025,,Oficina Regional,Full-Time,masculino
39860,Natalia Silvia Ramirez Rojas,Comercial / Ventas,Preventista (BEES),823,838,188,576,1849,2425,2025,,Oficinas Administrativas,Full-Time,femenino
39861,Eduardo Ricardo Sanchez Perez,Operaciones (Supply),Analista de Calidad,919,1170,516,928,2605,3533,2025,,Planta Industrial,,masculino
39862,Ricardo Rafael Torres Delgado,Comercial / Ventas,Preventista (BEES),1232,681,372,873,2285,3158,2025,,Planta Industrial,Full-Time,masculino
39863,Carlos Raul Torres Lopez,Finanzas,Controller Financiero,1043,388,531,854,1962,2816,2025,,Planta Industrial,Part-Time,masculino
39864,Andres Mario Delgado Torres,Finanzas,Controller Financiero,1243,148,454,562,1845,2407,2025,,Planta Industrial (Matriz),Full-Time,masculino
39865,Raul Rafael Gonzalez Gonzalez,Logistica,Gestor de Flota,832,1009,34,307,1875,2182,2025,,Planta Industrial,Full-Time,masculino
39866,Natalia Laura Castro Morales,Marketing,Trade Marketing,852,979,832,865,2663,3528,2025,,Oficina Regional,,femenino
39867,Lucia Silvia Gonzalez Gonzalez,Logistica,Gestor de Flota,1209,612,197,981,2018,2999,2025,,Planta Industrial (Matriz),Full-Time,femenino
39868,Monica Veronica Perez Castro,Operaciones (Supply),Maestro Cervecero,1236,601,621,1344,2458,3802,2025,,Oficina Regional,Full-Time,femenino
39869,Eduardo Ricardo Delgado Vargas,Operaciones (Supply),Operador de Envasado,1290,974,446,1058,2710,3768,2025,,Centros de Distribucion,Full-Time,masculino
39870,Maria Veronica Rodriguez Torres,Operaciones (Supply),Operador de Envasado,1306,558,115,201,1979,2180,2025,,Planta Industrial,Full-Time,femenino
39871,Luis Miguel Mendoza Delgado,Logistica,Planificador de Demanda,1368,1402,330,721,3100,3821,2025,,Oficina Regional,Full-Time,masculino
39872,Daniela Elena Perez Flores,People (RRHH),Reclutador (Trainee),1100,1184,11,405,2295,2700,2025,,Planta Industrial,,femenino
39873,Valentina Andrea Rodriguez Delgado,Finanzas,Controller Financiero,979,864,0,315,1843,2158,2025,,Oficina Regional,Full-Time,femenino
39874,Mario Mario Martinez Martinez,Finanzas,Controller Financiero,1068,845,27,932,1940,2872,2025,,Planta Industrial (Matriz),,masculino
39875,Rafael Andres Torres Rojas,Operaciones (Supply),Analista de Calidad,1294,848,666,608,2808,3416,2025,,Centros de Distribucion,,masculino
39876,Patricia Sofia Gonzalez Vargas,Comercial / Ventas,Key Account Manager,938,1405,454,983,2797,3780,2025,,Oficina Regional,,femenino
39877,Sofia Ana Vargas Rodriguez,Marketing,Trade Marketing,1227,176,817,463,2220,2683,2025,,Oficinas Administrativas,Part-Time,femenino
39878,Juan Jose Sanchez Herrera,Tecnologia (Tech),Analista de Datos,1092,1094,16,1228,2202,3430,2025,,Oficina Regional,,masculino
39879,Andrea Andrea Gonzalez Castro,Marketing,Trade Marketing,1019,1182,514,237,2715,2952,2025,,Centros de Distribucion,Full-Time,femenino
39880,Monica Paula Flores Morales,Comercial / Ventas,Key Account Manager,959,1147,399,1027,2505,3532,2025,,Planta Industrial,,femenino
39881,Lucia Sofia Lopez Castro,Operaciones (Supply),Maestro Cervecero,1057,921,921,240,2899,3139,2025,,Centros de Distribucion,,femenino
39882,Luis Victor Vargas Gonzalez,Logistica,Planificador de Demanda,1347,682,379,1435,2408,3843,2025,,Centros de Distribucion,Full-Time,masculino
39883,Pedro Julio Martinez Ortega,Sostenibilidad,Coordinador de Agro,1148,526,109,642,1783,2425,2025,,Planta Industrial,,masculino
39884,Silvia Paula Ramirez Rodriguez,Marketing,Trade Marketing,1017,542,591,1427,2150,3577,2025,,Oficinas Administrativas,,femenino
39885,Andrea Silvia Rodriguez Ortega,Tecnologia (Tech),Analista de Datos,1280,606,101,1208,1987,3195,2025,,Planta Industrial,Full-Time,femenino
39886,Jose Victor Vargas Gonzalez,Logistica,Gestor de Flota,910,518,69,415,1497,1912,2025,,Oficinas Administrativas,,masculino
39887,Carlos Mario Suarez Delgado,Tecnologia (Tech),Analista de Datos,1110,1023,885,330,3018,3348,2025,,Planta Industrial (Matriz),Full-Time,masculino
39888,Monica Daniela Lopez Herrera,Operaciones (Supply),Operador de Envasado,1216,480,2,1278,1698,2976,2025,,Planta Industrial,Full-Time,femenino
39889,Valentina Natalia Lopez Morales,Comercial / Ventas,Key Account Manager,1254,771,67,528,2092,2620,2025,,Centros de Distribucion,Full-Time,femenino
39890,Lucia Camila Garcia Suarez,Comercial / Ventas,Key Account Manager,1246,518,558,209,2322,2531,2025,,Oficinas Administrativas,Full-Time,femenino
39891,Julio Juan Suarez Ramirez,Sostenibilidad,Coordinador de Agro,874,955,168,679,1997,2676,2025,,Centros de Distribucion,Part-Time,masculino
39892,Eduardo Rafael Rojas Perez,Comercial / Ventas,Key Account Manager,1046,1011,55,338,2112,2450,2025,,Planta Industrial,,masculino
39893,Luis Miguel Lopez Mendoza,Tecnologia (Tech),Analista de Datos,826,862,613,464,2301,2765,2025,,Centros de Distribucion,Part-Time,masculino
39894,Miguel Raul Delgado Rodriguez,Comercial / Ventas,Preventista (BEES),1085,1198,931,759,3214,3973,2025,,Planta Industrial,,masculino
39895,Sergio Jorge Suarez Torres,Comercial / Ventas,Key Account Manager,1042,989,669,794,2700,3494,2025,,Planta Industrial,Part-Time,masculino
39896,Fernando Fernando Gonzalez Gonzalez,People (RRHH),Business Partner,1271,1173,165,768,2609,3377,2025,,Planta Industrial,Part-Time,masculino
39897,Andrea Silvia Castro Gonzalez,People (RRHH),Reclutador (Trainee),1231,736,800,830,2767,3597,2025,,Planta Industrial (Matriz),Part-Time,femenino
39898,Ricardo Fernando Perez Sanchez,Marketing,Trade Marketing,1305,1463,306,552,3074,3626,2025,,Planta Industrial (Matriz),Part-Time,masculino
39899,Patricia Ana Perez Rojas,People (RRHH),Business Partner,840,292,424,579,1556,2135,2025,,Planta Industrial (Matriz),Full-Time,femenino
39900,Valentina Veronica Martinez Gonzalez,People (RRHH),Reclutador (Trainee),884,1399,246,761,2529,3290,2025,,Planta Industrial,Part-Time,femenino
39901,Elena Patricia Rodriguez Rojas,Logistica,Planificador de Demanda,1009,1362,686,1406,3057,4463,2025,,Planta Industrial (Matriz),,femenino
39902,Pedro Carlos Ortega Garcia,Operaciones (Supply),Analista de Calidad,1260,1169,458,583,2887,3470,2025,,Oficina Regional,Full-Time,masculino
39903,Diego Carlos Sanchez Mendoza,People (RRHH),Reclutador (Trainee),1350,909,981,445,3240,3685,2025,,Planta Industrial (Matriz),Full-Time,masculino
39904,Miguel Hugo Diaz Diaz,Marketing,Brand Manager,1339,268,784,769,2391,3160,2025,,Planta Industrial,,masculino
39905,Fernando Raul Gonzalez Ortega,Operaciones (Supply),Operador de Envasado,831,483,586,755,1900,2655,2025,,Centros de Distribucion,Part-Time,masculino
39906,Hugo Raul Torres Herrera,Operaciones (Supply),Operador de Envasado,1270,694,839,436,2803,3239,2025,,Oficina Regional,,masculino
39907,Natalia Veronica Mendoza Vargas,Logistica,Planificador de Demanda,831,411,65,392,1307,1699,2025,,Centros de Distribucion,Part-Time,femenino
39908,Diego Hugo Morales Garcia,Sostenibilidad,Coordinador de Agro,1201,424,720,784,2345,3129,2025,,Oficina Regional,,masculino
39909,Rosa Ana Perez Garcia,Marketing,Brand Manager,1386,1165,354,244,2905,3149,2025,,Centros de Distribucion,,femenino
39910,Eduardo Raul Ramirez Vargas,Marketing,Trade Marketing,1221,1184,759,788,3164,3952,2025,,Centros de Distribucion,Full-Time,masculino
39911,Veronica Natalia Sanchez Mendoza,Comercial / Ventas,Key Account Manager,1339,1211,934,522,3484,4006,2025,,Planta Industrial,,femenino
39912,Fernando Eduardo Vargas Castro,Logistica,Gestor de Flota,1309,558,77,811,1944,2755,2025,,Planta Industrial (Matriz),Full-Time,masculino
39913,Pedro Julio Castro Rodriguez,Logistica,Gestor de Flota,1219,242,138,529,1599,2128,2025,,Oficina Regional,Part-Time,masculino
39914,Elena Paula Herrera Morales,Marketing,Brand Manager,815,305,546,327,1666,1993,2025,,Planta Industrial,Full-Time,femenino
39915,Ricardo Rafael Diaz Delgado,Sostenibilidad,Coordinador de Agro,839,265,43,1268,1147,2415,2025,,Planta Industrial (Matriz),,masculino
39916,Victor Eduardo Torres Diaz,People (RRHH),Business Partner,1005,754,168,1395,1927,3322,2025,,Oficina Regional,Part-Time,masculino
